Score, Target, Expression
14,2050,-((~((True)<<(((True)-((~(True))<<(True)))<<(True))))<<(True))
14,-262142,-((~((~(True))<<((True)<<(-((~(True))<<(True))))))<<(True))
14,-94,-((~((~(-(~(True))))<<(-((~(True))<<(True)))))<<(True))
14,164,-((~((~(-(~(True))))**(-((~(True))<<(True)))))<<(True))
14,42,-((~(((True)-((~(True))<<(True)))<<(-(~(True)))))<<(True))
14,74,-((~(((~(-(~(True))))<<(True))**(-(~(True)))))<<(True))
14,-517,~(((True)-(~((True)<<((True)<<((True)-(~(True)))))))<<(True))
14,-133,~(((True)-(~((True)<<(((True)-(~(True)))<<(True)))))<<(True))
14,-231584178474632390847141970017375815706539969331281128078915168015826259279873,~(((~(True))**((True)<<((True)<<((True)-(~(True))))))<<(True))
14,-57896044618658097711785492504343953926634992332820282019728792003956564819969,~(((~(True))**((True)<<((True)<<((True)-(~(True))))))>>(True))
14,-8589934593,~(((~(True))**((True)<<((True)-((~(True))<<(True)))))<<(True))
14,-36893488147419103233,~(((~(True))**((True)<<(((True)-(~(True)))<<(True))))<<(True))
14,-9223372036854775809,~(((~(True))**((True)<<(((True)-(~(True)))<<(True))))>>(True))
14,-13122,-(((~(-(~(True))))**((True)<<((True)-(~(True)))))<<(True))
14,-13123,~(((~(-(~(True))))**((True)<<((True)-(~(True)))))<<(True))
14,-3280,-(((~(-(~(True))))**((True)<<((True)-(~(True)))))>>(True))
14,-3281,~(((~(-(~(True))))**((True)<<((True)-(~(True)))))>>(True))
14,485,~(((~(-(~(True))))**((True)-((~(True))<<(True))))<<(True))
14,122,-(((~(-(~(True))))**((True)-((~(True))<<(True))))>>(True))
14,-1458,-(((~(-(~(True))))**(((True)-(~(True)))<<(True)))<<(True))
14,-1459,~(((~(-(~(True))))**(((True)-(~(True)))<<(True)))<<(True))
14,-364,-(((~(-(~(True))))**(((True)-(~(True)))<<(True)))>>(True))
14,-365,~(((~(-(~(True))))**(((True)-(~(True)))<<(True)))>>(True))
14,-487,~((((True)-(~(True)))**((True)-((~(True))<<(True))))<<(True))
14,249,~(((~(-((~(True))<<(True))))**((True)-(~(True))))<<(True))
14,-251,~((((True)-((~(True))<<(True)))**((True)-(~(True))))<<(True))
14,431,~((((~(-(~(True))))<<(True))**((True)-(~(True))))<<(True))
14,-433,~(((((True)-(~(True)))<<(True))**((True)-(~(True))))<<(True))
14,-99,~(((~((~(True))<<(-(~(True)))))**(-(~(True))))<<(True))
14,-65533,(True)-(~((True)-((True)<<((True)<<(-((~(True))<<(True)))))))
14,16386,(True)-(~((True)<<((~((~(True))<<(-(~(True)))))<<(True))))
14,115792089237316195423570985008687907853269984665640564039457584007913129639938,(True)-(~((~(True))**((True)<<((True)<<((True)-(~(True)))))))
14,4294967298,(True)-(~((~(True))**((True)<<((True)-((~(True))<<(True))))))
14,18446744073709551618,(True)-(~((~(True))**((True)<<(((True)-(~(True)))<<(True)))))
14,-8190,(True)-(~((~(True))<<(((True)-(~(True)))<<(-(~(True))))))
14,-2046,(True)-(~((~(True))<<(((True)-((~(True))<<(True)))<<(True))))
14,-766,(True)-(~((~(-(~(True))))<<((True)<<((True)-(~(True))))))
14,6563,(True)-(~((~(-(~(True))))**((True)<<((True)-(~(True))))))
14,-241,(True)-(~((~(-(~(True))))**((True)-((~(True))<<(True)))))
14,-190,(True)-(~((~(-(~(True))))<<(((True)-(~(True)))<<(True))))
14,731,(True)-(~((~(-(~(True))))**(((True)-(~(True)))<<(True))))
14,770,(True)-(~(((True)-(~(True)))<<((True)<<((True)-(~(True))))))
14,245,(True)-(~(((True)-(~(True)))**((True)-((~(True))<<(True)))))
14,194,(True)-(~(((True)-(~(True)))<<(((True)-(~(True)))<<(True))))
14,-123,(True)-(~((~(-((~(True))<<(True))))**((True)-(~(True)))))
14,-214,(True)-(~(((~(-(~(True))))<<(True))**((True)-(~(True)))))
14,218,(True)-(~((((True)-(~(True)))<<(True))**((True)-(~(True)))))
14,-1048575,(True)-((True)<<(((True)-((~(True))<<(True)))<<(-(~(True)))))
14,2147483649,(True)-((~(True))**(~((~(True))<<(-((~(True))<<(True))))))
14,-340282366920938463463374607431768211455,(True)-((~(True))**((True)<<(~((~(True))<<(-(~(True)))))))
14,Too large to print!,(True)-((~(True))**((True)<<((True)<<(-((~(True))<<(True))))))
14,-16777215,(True)-((~(True))**(((True)-(~(True)))<<((True)-(~(True)))))
14,134217729,(True)-((~(True))**(((True)-(~(True)))**((True)-(~(True)))))
14,-43046720,(True)-((~(-(~(True))))**((True)<<(-((~(True))<<(True)))))
14,-624,(True)-((~(-((~(True))<<(True))))**(-((~(True))<<(True))))
14,-1295,(True)-(((~(-(~(True))))<<(True))**(-((~(True))<<(True))))
14,69,(True)-((~((True)<<(-((~(True))<<(True)))))<<(-(~(True))))
14,-288,(True)-((~((True)<<(-((~(True))<<(True)))))**(-(~(True))))
14,-59,(True)-((~((~(True))<<((True)-(~(True)))))<<(-(~(True))))
14,-224,(True)-((~((~(True))<<((True)-(~(True)))))**(-(~(True))))
14,-143,(True)-(((~(-(~(True))))<<(-(~(True))))**(-(~(True))))
14,131075,(True)-((~((True)<<((True)<<(-((~(True))<<(True))))))<<(True))
14,-1021,(True)-((~((~(True))<<((True)<<((True)-(~(True))))))<<(True))
14,-680564733841876926926749214863536422912,(~(True))**(-(~((True)<<(~((~(True))<<(-(~(True))))))))
14,Too large to print!,(~(True))**(~(-((True)<<((True)<<(-((~(True))<<(True)))))))
14,Too large to print!,(~(True))**(-(~((True)<<((True)<<(-((~(True))<<(True)))))))
14,268435456,(~(True))**(-(~(((True)-(~(True)))**((True)-(~(True))))))
14,28948022309329048855892746252171976963317496166410141009864396001978282409984,(~(True))**(~((True)-((True)<<((True)<<((True)-(~(True)))))))
14,4611686018427387904,(~(True))**(~((True)-((True)<<(((True)-(~(True)))<<(True)))))
14,Too large to print!,(~(True))**(-((~(True))<<((True)<<(-((~(True))<<(True))))))
14,Too large to print!,(~(True))**(~((~(True))<<((True)<<(-((~(True))<<(True))))))
14,-140737488355328,(~(True))**(~((~(-(~(True))))<<(-((~(True))<<(True)))))
14,17179869184,(~(True))**(-((~((True)<<(-((~(True))<<(True)))))<<(True)))
14,463168356949264781694283940034751631413079938662562256157830336031652518559744,(~(True))**((True)-(~((True)<<((True)<<((True)-(~(True)))))))
14,73786976294838206464,(~(True))**((True)-(~((True)<<(((True)-(~(True)))<<(True)))))
14,32317006071311007300714876688669951960444102669715484032130345427524655138867890893197201411522913463688717960921898019494119559150490921095088152386448283120630877367300996091750197750389652106796057638384067568276792218642619756161838094338476170470581645852036305042887575891541065808607552399123930385521914333389668342420684974786564569494856176035326322058077805659331026192708460314150258592864177116725943603718461857357598351152301645904403697613233287231227125684710820209725157101726931323469678542580656697935045997268352998638215525166389437335543602135433229604645318478604952148193555853611059596230656,(~(True))**((True)<<(~((~(-(~(True))))<<(-(~(True))))))
14,-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,(~(True))**((True)-((~(True))<<((True)<<((True)-(~(True))))))
14,Too large to print!,(~(True))**((True)<<((~((~(True))<<(-(~(True)))))<<(True)))
