Score, Target, Expression
16,18014398509481983,~((~((True)-(~(True))))**(((True)-(~(True)))**((True)-(~(True)))))
16,-109,~(((~(True))*(~(True)))*(((True)-(~(True)))**((True)-(~(True)))))
16,-390625,-((~((~(True))*(~(True))))**(-((~(True))**((True)-(~(True))))))
16,-390626,~((~((~(True))*(~(True))))**(-((~(True))**((True)-(~(True))))))
16,78125,-((~((~(True))*(~(True))))**(~((~(True))**((True)-(~(True))))))
16,78124,~((~((~(True))*(~(True))))**(~((~(True))**((True)-(~(True))))))
16,-152587890625,-((~((~(True))*(~(True))))**((~(True))**((~(True))*(~(True)))))
16,-152587890626,~((~((~(True))*(~(True))))**((~(True))**((~(True))*(~(True)))))
16,1953125,-((~((~(True))*(~(True))))**((~(-(~(True))))**(-(~(True)))))
16,1953124,~((~((~(True))*(~(True))))**((~(-(~(True))))**(-(~(True)))))
16,7775,~(((~(True))*((True)-(~(True))))**(-(~((~(True))*(~(True))))))
16,-46656,-(((~(True))*((True)-(~(True))))**((~(-(~(True))))*(~(True))))
16,-46657,~(((~(True))*((True)-(~(True))))**((~(-(~(True))))*(~(True))))
16,-7777,~(((~(-(~(True))))*(~(True)))**(-(~((~(True))*(~(True))))))
16,-69,~((~((~(True))**((~(True))*(~(True)))))*(~((True)-(~(True)))))
16,-83521,-((~((~(True))**((~(True))*(~(True)))))**((~(True))*(~(True))))
16,-83522,~((~((~(True))**((~(True))*(~(True)))))**((~(True))*(~(True))))
16,-10000,-((~((~(-(~(True))))**(-(~(True)))))**((~(True))*(~(True))))
16,-10001,~((~((~(-(~(True))))**(-(~(True)))))**((~(True))*(~(True))))
16,-3376,~((~(-((~(True))**((~(True))*(~(True))))))**((True)-(~(True))))
16,-17576,-((~((~(-(~(True))))**((True)-(~(True)))))**((True)-(~(True))))
16,-17577,~((~((~(-(~(True))))**((True)-(~(True)))))**((True)-(~(True))))
16,21952,-((~(((True)-(~(True)))**((True)-(~(True)))))**((True)-(~(True))))
16,21951,~((~(((True)-(~(True)))**((True)-(~(True)))))**((True)-(~(True))))
16,1331,-((~((~((~(True))*(~(True))))*(~(True))))**((True)-(~(True))))
16,1330,~((~((~((~(True))*(~(True))))*(~(True))))**((True)-(~(True))))
16,3374,~(((True)-((~(True))**((~(True))*(~(True)))))**((True)-(~(True))))
16,-97,~(((~(True))**(-(~((~(True))*(~(True))))))*(~(-(~(True)))))
16,95,~(((~(True))**(-(~((~(True))*(~(True))))))*((True)-(~(True))))
16,1727,~(((~(True))*((~(-(~(True))))*(~(True))))**((True)-(~(True))))
16,-1729,~((((True)-(~(True)))*((~(True))*(~(True))))**((True)-(~(True))))
16,-324,-((~(-(~((~(True))**((~(True))*(~(True)))))))**(-(~(True))))
16,-325,~((~(-(~((~(True))**((~(True))*(~(True)))))))**(-(~(True))))
16,-196,-((~((True)-((~(True))**((~(True))*(~(True))))))**(-(~(True))))
16,-197,~((~((True)-((~(True))**((~(True))*(~(True))))))**(-(~(True))))
16,-961,-((~((~(True))**(-(~((~(True))*(~(True)))))))**(-(~(True))))
16,-962,~((~((~(True))**(-(~((~(True))*(~(True)))))))**(-(~(True))))
16,-4225,-((~((~(True))**((~(-(~(True))))*(~(True)))))**(-(~(True))))
16,-4226,~((~((~(True))**((~(-(~(True))))*(~(True)))))**(-(~(True))))
16,-6724,-((~((~(-(~(True))))**((~(True))*(~(True)))))**(-(~(True))))
16,-6725,~((~((~(-(~(True))))**((~(True))*(~(True)))))**(-(~(True))))
16,-169,-((~(((True)-(~(True)))*((~(True))*(~(True)))))**(-(~(True))))
16,-170,~((~(((True)-(~(True)))*((~(True))*(~(True)))))**(-(~(True))))
16,-3969,-((~((~((True)-(~(True))))**((True)-(~(True)))))**(-(~(True))))
16,-3970,~((~((~((True)-(~(True))))**((True)-(~(True)))))**(-(~(True))))
16,-59,~((~(-(~(((True)-(~(True)))**((True)-(~(True)))))))*(~(True)))
16,-131075,~((~((~(True))**((~(True))**((~(True))*(~(True))))))*(~(True)))
16,-74,-((~(((~(True))*((True)-(~(True))))**(-(~(True)))))*(~(True)))
16,-487,~(((~(-(~(True))))**(-(~((~(True))*(~(True))))))*(~(True)))
16,365,-(((~(-(~(True))))**((~(-(~(True))))*(~(True))))//(~(True)))
16,364,~(((~(-(~(True))))**((~(-(~(True))))*(~(True))))//(~(True)))
16,313,-(((~((~(True))*(~(True))))**((~(True))*(~(True))))//(~(True)))
16,312,~(((~((~(True))*(~(True))))**((~(True))*(~(True))))//(~(True)))
16,-433,~((((~(True))*((True)-(~(True))))**((True)-(~(True))))*(~(True)))
16,85,(True)-(~((True)-(~((~(-(~(True))))**((~(True))*(~(True)))))))
16,-60,(True)-(~((True)-(~((~((True)-(~(True))))**((True)-(~(True)))))))
16,-253,(True)-(~((True)-((~(True))**(-((~(True))**((True)-(~(True))))))))
16,-65533,(True)-(~((True)-((~(True))**((~(True))**((~(True))*(~(True)))))))
16,515,(True)-(~((True)-((~(True))**((~(-(~(True))))**(-(~(True)))))))
16,-32766,(True)-(~((~(True))**(~(-((~(True))**((~(True))*(~(True))))))))
16,-131070,(True)-(~((~(True))**(-(~((~(True))**((~(True))*(~(True))))))))
16,67108866,(True)-(~((~(True))**(~((~(-(~(True))))**((True)-(~(True)))))))
16,18446744073709551618,(True)-(~((~(True))**((~(True))**((~(-(~(True))))*(~(True))))))
16,-2417851639229258349412350,(True)-(~((~(True))**((~(-(~(True))))**((~(True))*(~(True))))))
16,4098,(True)-(~((~(True))**(((True)-(~(True)))*((~(True))*(~(True))))))
16,-33554430,(True)-(~((~(True))**((~((~(True))*(~(True))))**(-(~(True))))))
16,6563,(True)-(~((~(-(~(True))))**(-((~(True))**((True)-(~(True)))))))
16,-2185,(True)-(~((~(-(~(True))))**(~((~(True))**((True)-(~(True)))))))
16,43046723,(True)-(~((~(-(~(True))))**((~(True))**((~(True))*(~(True))))))
16,-19681,(True)-(~((~(-(~(True))))**((~(-(~(True))))**(-(~(True))))))
16,2189,(True)-(~(((True)-(~(True)))**(~((~(True))**((True)-(~(True)))))))
16,19685,(True)-(~(((True)-(~(True)))**((~(-(~(True))))**(-(~(True))))))
16,1298,(True)-(~(((~(True))*((True)-(~(True))))**((~(True))*(~(True)))))
16,345,(True)-(~((~((~(True))**((True)-(~(True)))))**((True)-(~(True)))))
16,-341,(True)-(~((~((~(-(~(True))))*(~(True))))**((True)-(~(True)))))
16,291,(True)-(~((~((~(True))**((~(True))*(~(True)))))**(-(~(True)))))
16,102,(True)-(~((~((~(-(~(True))))**(-(~(True)))))**(-(~(True)))))
16,-268435455,(True)-((~(True))**(-(~(((True)-(~(True)))**((True)-(~(True)))))))
16,2049,(True)-((~(True))**(-(~((~((~(True))*(~(True))))*(~(True))))))
16,-4294967295,(True)-((~(True))**(-((~(True))**(-(~((~(True))*(~(True))))))))
16,2147483649,(True)-((~(True))**(~((~(True))**(-(~((~(True))*(~(True))))))))
16,9223372036854775809,(True)-((~(True))**(~((~((True)-(~(True))))**((True)-(~(True))))))
16,-115792089237316195423570985008687907853269984665640564039457584007913129639935,(True)-((~(True))**((~(True))**(-((~(True))**((True)-(~(True)))))))
16,Too large to print!,(True)-((~(True))**((~(True))**((~(True))**((~(True))*(~(True))))))
16,73,(True)-((~(True))*(((~(True))*((True)-(~(True))))**(-(~(True)))))
16,-68719476735,(True)-((~(True))**(((~(True))*((True)-(~(True))))**(-(~(True)))))
16,-59048,(True)-((~(-(~(True))))**((~((~(True))*(~(True))))*(~(True))))
16,3126,(True)-((~((~(True))*(~(True))))**(-(~((~(True))*(~(True))))))
16,-15624,(True)-((~((~(True))*(~(True))))**((~(-(~(True))))*(~(True))))
16,-2400,(True)-((~((~(True))**((True)-(~(True)))))**((~(True))*(~(True))))
16,4914,(True)-((~((~(True))**((~(True))*(~(True)))))**((True)-(~(True))))
16,-224,(True)-((~(-((~(True))**((~(True))*(~(True))))))**(-(~(True))))
16,-675,(True)-((~((~(-(~(True))))**((True)-(~(True)))))**(-(~(True))))
16,-783,(True)-((~(((True)-(~(True)))**((True)-(~(True)))))**(-(~(True))))
16,-120,(True)-((~((~((~(True))*(~(True))))*(~(True))))**(-(~(True))))
16,-143,(True)-(((~(True))*((~(-(~(True))))*(~(True))))**(-(~(True))))
16,-249,(True)-(((~((~(True))*(~(True))))**((True)-(~(True))))*(~(True)))
16,1073741824,(~(True))**(~(-(~((~(True))**(-(~((~(True))*(~(True)))))))))
16,4611686018427387904,(~(True))**(~(-(~((~((True)-(~(True))))**((True)-(~(True)))))))
16,-524288,(~(True))**(-(~((True)-(~((~(True))**((~(True))*(~(True))))))))
16,-57896044618658097711785492504343953926634992332820282019728792003956564819968,(~(True))**(~(-((~(True))**(-((~(True))**((True)-(~(True))))))))
16,-231584178474632390847141970017375815706539969331281128078915168015826259279872,(~(True))**(-(~((~(True))**(-((~(True))**((True)-(~(True))))))))
16,Too large to print!,(~(True))**(~(-((~(True))**((~(True))**((~(True))*(~(True)))))))
16,Too large to print!,(~(True))**(-(~((~(True))**((~(True))**((~(True))*(~(True)))))))
16,-70,(~(True))*(~(-(((~(True))*((True)-(~(True))))**(-(~(True))))))
16,-34359738368,(~(True))**(~(-(((~(True))*((True)-(~(True))))**(-(~(True))))))
16,-137438953472,(~(True))**(-(~(((~(True))*((True)-(~(True))))**(-(~(True))))))
16,-158,(~(True))*(~((True)-((~(-(~(True))))**((~(True))*(~(True))))))
16,-604462909807314587353088,(~(True))**(~((True)-((~(-(~(True))))**((~(True))*(~(True))))))
16,-8388608,(~(True))**(~((True)-((~((~(True))*(~(True))))**(-(~(True))))))
16,-106,(~(True))*(~((~(True))*(((True)-(~(True)))**((True)-(~(True))))))
16,-9007199254740992,(~(True))**(~((~(True))*(((True)-(~(True)))**((True)-(~(True))))))
16,Too large to print!,(~(True))**(-((~(True))**(((True)-(~(True)))**((True)-(~(True))))))
16,-268435454,(~(True))*(~((~(True))**(((True)-(~(True)))**((True)-(~(True))))))
16,Too large to print!,(~(True))**(~((~(True))**(((True)-(~(True)))**((True)-(~(True))))))
16,-484,(~(True))*(~((~(-(~(True))))**(-(~((~(True))*(~(True)))))))
16,7067388259113537318333190002971674063309935587502475832486424805170479104,(~(True))**(~((~(-(~(True))))**(-(~((~(True))*(~(True)))))))
16,-430,(~(True))*(~(((~(True))*((True)-(~(True))))**((True)-(~(True)))))
16,-52656145834278593348959013841835216159447547700274555627155488768,(~(True))**(~(((~(True))*((True)-(~(True))))**((True)-(~(True)))))
16,-132,(~(True))*((True)-(~((~(True))**((~(-(~(True))))*(~(True))))))
16,73786976294838206464,(~(True))**((True)-(~((~(True))**((~(-(~(True))))*(~(True))))))
16,-166,(~(True))*((True)-(~((~(-(~(True))))**((~(True))*(~(True))))))
16,-9671406556917033397649408,(~(True))**((True)-(~((~(-(~(True))))**((~(True))*(~(True))))))
16,-680564733841876926926749214863536422912,(~(True))**((True)-((~(True))**(~((~(True))**((True)-(~(True)))))))
16,-26815615859885194199148049996411692254958731641184786755447122887443528060147093953603748596333806855380063716372972101707507765623893139892867298012168192,(~(True))**((True)-((~(True))**((~(-(~(True))))**(-(~(True))))))
16,-252,(~(True))*((True)-((~((~(True))*(~(True))))**((True)-(~(True)))))
16,85070591730234615865843651857942052864,(~(True))**((True)-((~((~(True))*(~(True))))**((True)-(~(True)))))
16,Too large to print!,(~(True))**((~(True))**(~((~(-(~(True))))**((True)-(~(True))))))
