Score, Target, Expression
15,-676,-((~((~(-(~(True))))**((True)-(~(True)))))**(-(~(True))))
15,-677,~((~((~(-(~(True))))**((True)-(~(True)))))**(-(~(True))))
15,-784,-((~(((True)-(~(True)))**((True)-(~(True)))))**(-(~(True))))
15,-785,~((~(((True)-(~(True)))**((True)-(~(True)))))**(-(~(True))))
15,-121,-((~((~((~(True))*(~(True))))*(~(True))))**(-(~(True))))
15,-122,~((~((~((~(True))*(~(True))))*(~(True))))**(-(~(True))))
15,-144,-(((~(True))*((~(-(~(True))))*(~(True))))**(-(~(True))))
15,-145,~(((~(True))*((~(-(~(True))))*(~(True))))**(-(~(True))))
15,-131,~((~((~(True))**((~(-(~(True))))*(~(True)))))*(~(True)))
15,-164,-((~((~(-(~(True))))**((~(True))*(~(True)))))*(~(True)))
15,-165,~((~((~(-(~(True))))**((~(True))*(~(True)))))*(~(True)))
15,-250,-(((~((~(True))*(~(True))))**((True)-(~(True))))*(~(True)))
15,-251,~(((~((~(True))*(~(True))))**((True)-(~(True))))*(~(True)))
15,-78,(True)-(~((True)-((~(-(~(True))))**((~(True))*(~(True))))))
15,-134217726,(True)-(~((~(True))**(((True)-(~(True)))**((True)-(~(True))))))
15,1026,(True)-(~((~(True))**((~((~(True))*(~(True))))*(~(True)))))
15,-241,(True)-(~((~(-(~(True))))**(-(~((~(True))*(~(True)))))))
15,731,(True)-(~((~(-(~(True))))**((~(-(~(True))))*(~(True)))))
15,245,(True)-(~(((True)-(~(True)))**(-(~((~(True))*(~(True)))))))
15,627,(True)-(~((~((~(True))*(~(True))))**((~(True))*(~(True)))))
15,-214,(True)-(~(((~(True))*((True)-(~(True))))**((True)-(~(True)))))
15,218,(True)-(~(((~(-(~(True))))*(~(True)))**((True)-(~(True)))))
15,32769,(True)-((~(True))**(~(-((~(True))**((~(True))*(~(True)))))))
15,131073,(True)-((~(True))**(-(~((~(True))**((~(True))*(~(True)))))))
15,-67108863,(True)-((~(True))**(~((~(-(~(True))))**((True)-(~(True))))))
15,-18446744073709551615,(True)-((~(True))**((~(True))**((~(-(~(True))))*(~(True)))))
15,163,(True)-((~(True))*((~(-(~(True))))**((~(True))*(~(True)))))
15,2417851639229258349412353,(True)-((~(True))**((~(-(~(True))))**((~(True))*(~(True)))))
15,-4095,(True)-((~(True))**(((True)-(~(True)))*((~(True))*(~(True)))))
15,33554433,(True)-((~(True))**((~((~(True))*(~(True))))**(-(~(True)))))
15,-6560,(True)-((~(-(~(True))))**(-((~(True))**((True)-(~(True))))))
15,-43046720,(True)-((~(-(~(True))))**((~(True))**((~(True))*(~(True)))))
15,-1295,(True)-(((~(True))*((True)-(~(True))))**((~(True))*(~(True))))
15,-288,(True)-((~((~(True))**((~(True))*(~(True)))))**(-(~(True))))
15,-99,(True)-((~((~(-(~(True))))**(-(~(True)))))**(-(~(True))))
15,42,(True)-(((~(-(~(True))))**((~(True))*(~(True))))//(~(True)))
15,-36893488147419103232,(~(True))**(-(~((~(True))**((~(-(~(True))))*(~(True))))))
15,-160,(~(True))*(~(-((~(-(~(True))))**((~(True))*(~(True))))))
15,1208925819614629174706176,(~(True))**(~(-((~(-(~(True))))**((~(True))*(~(True))))))
15,4835703278458516698824704,(~(True))**(-(~((~(-(~(True))))**((~(True))*(~(True))))))
15,-8192,(~(True))**(-(~(((True)-(~(True)))*((~(True))*(~(True))))))
15,16777216,(~(True))**(~(-((~((~(True))*(~(True))))**(-(~(True))))))
15,340282366920938463463374607431768211456,(~(True))**(-((~(True))**(~((~(True))**((True)-(~(True)))))))
15,-170141183460469231731687303715884105728,(~(True))**(~((~(True))**(~((~(True))**((True)-(~(True)))))))
15,13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096,(~(True))**(-((~(True))**((~(-(~(True))))**(-(~(True))))))
15,-1022,(~(True))*(~((~(True))**((~(-(~(True))))**(-(~(True))))))
15,-6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048,(~(True))**(~((~(True))**((~(-(~(True))))**(-(~(True))))))
15,-42535295865117307932921825928971026432,(~(True))**(-((~((~(True))*(~(True))))**((True)-(~(True)))))
15,-248,(~(True))*(~((~((~(True))*(~(True))))**((True)-(~(True)))))
15,21267647932558653966460912964485513216,(~(True))**(~((~((~(True))*(~(True))))**((True)-(~(True)))))
15,-58,(~(True))*((True)-(~(((True)-(~(True)))**((True)-(~(True))))))
15,-536870912,(~(True))**((True)-(~(((True)-(~(True)))**((True)-(~(True))))))
15,-8589934592,(~(True))**((True)-((~(True))**(-(~((~(True))*(~(True)))))))
15,179769313486231590772930519078902473361797697894230657273430081157732675805500963132708477322407536021120113879871393357658789768814416622492847430639474124377767893424865485276302219601246094119453082952085005768838150682342462881473913110540827237163350510684586298239947245938479716304835356329624224137216,(~(True))**((~(True))**((~((~(True))*(~(True))))*(~(True))))
15,-1458,(~(True))*((~(-(~(True))))**((~(-(~(True))))*(~(True))))
15,-2824013958708217496949108842204627863351353911851577524683401930862693830361198499905873920995229996970897865498283996578123296865878390947626553088486946106430796091482716120572632072492703527723757359478834530365734912,(~(True))**((~(-(~(True))))**((~(-(~(True))))*(~(True))))
15,-486,(~(True))*(((True)-(~(True)))**(-(~((~(True))*(~(True))))))
15,-14134776518227074636666380005943348126619871175004951664972849610340958208,(~(True))**(((True)-(~(True)))**(-(~((~(True))*(~(True))))))
15,1048576,(~(True))**((~((~(True))*(~(True))))*(~((True)-(~(True)))))
15,-1250,(~(True))*((~((~(True))*(~(True))))**((~(True))*(~(True))))
15,-139234637988958594318883410818490335842688858253435056475195084164406590796163250320615014993816265862385324388842602762167013693889631286567769205313788274787963704661873320009853338386432,(~(True))**((~((~(True))*(~(True))))**((~(True))*(~(True))))
15,-432,(~(True))*(((~(-(~(True))))*(~(True)))**((True)-(~(True))))
15,105312291668557186697918027683670432318895095400549111254310977536,(~(True))**(((~(-(~(True))))*(~(True)))**((True)-(~(True))))
15,-98,(~(True))*((~((~(True))**((True)-(~(True)))))**(-(~(True))))
15,-562949953421312,(~(True))**((~((~(True))**((True)-(~(True)))))**(-(~(True))))
15,-68,(~(True))*((~((~(True))**((~(True))*(~(True)))))*(~(True)))
15,17179869184,(~(True))**((~((~(True))**((~(True))*(~(True)))))*(~(True)))
15,-108,(~(True))*(((~(-(~(True))))**((True)-(~(True))))*(~(True)))
15,18014398509481984,(~(True))**(((~(-(~(True))))**((True)-(~(True))))*(~(True)))
15,-45,(~(-(~(True))))*(~(-((~(True))**((~(True))*(~(True))))))
15,-14348907,(~(-(~(True))))**(~(-((~(True))**((~(True))*(~(True))))))
15,-129140163,(~(-(~(True))))**(-(~((~(True))**((~(True))*(~(True))))))
15,2541865828329,(~(-(~(True))))**(~((~(-(~(True))))**((True)-(~(True)))))
15,-192,(~(-(~(True))))*((~(True))**((~(-(~(True))))*(~(True))))
15,3433683820292512484657849089281,(~(-(~(True))))**((~(True))**((~(-(~(True))))*(~(True))))
15,-443426488243037769948249630619149892803,(~(-(~(True))))**((~(-(~(True))))**((~(True))*(~(True))))
15,531441,(~(-(~(True))))**(((True)-(~(True)))*((~(True))*(~(True))))
15,-75,(~(-(~(True))))*((~((~(True))*(~(True))))**(-(~(True))))
15,-847288609443,(~(-(~(True))))**((~((~(True))*(~(True))))**(-(~(True))))
15,45,((True)-(~(True)))*(~(-((~(True))**((~(True))*(~(True))))))
15,14348907,((True)-(~(True)))**(~(-((~(True))**((~(True))*(~(True))))))
15,129140163,((True)-(~(True)))**(-(~((~(True))**((~(True))*(~(True))))))
15,192,((True)-(~(True)))*((~(True))**((~(-(~(True))))*(~(True))))
15,443426488243037769948249630619149892803,((True)-(~(True)))**((~(-(~(True))))**((~(True))*(~(True))))
15,75,((True)-(~(True)))*((~((~(True))*(~(True))))**(-(~(True))))
15,847288609443,((True)-(~(True)))**((~((~(True))*(~(True))))**(-(~(True))))
15,-18014398509481984,(~((True)-(~(True))))**(((True)-(~(True)))**((True)-(~(True))))
15,108,((~(True))*(~(True)))*(((True)-(~(True)))**((True)-(~(True))))
15,390625,(~((~(True))*(~(True))))**(-((~(True))**((True)-(~(True)))))
15,-78125,(~((~(True))*(~(True))))**(~((~(True))**((True)-(~(True)))))
15,152587890625,(~((~(True))*(~(True))))**((~(True))**((~(True))*(~(True))))
15,-1953125,(~((~(True))*(~(True))))**((~(-(~(True))))**(-(~(True))))
15,-7776,((~(True))*((True)-(~(True))))**(-(~((~(True))*(~(True)))))
15,46656,((~(True))*((True)-(~(True))))**((~(-(~(True))))*(~(True)))
15,7776,((~(-(~(True))))*(~(True)))**(-(~((~(True))*(~(True)))))
15,68,(~((~(True))**((~(True))*(~(True)))))*(~((True)-(~(True))))
15,83521,(~((~(True))**((~(True))*(~(True)))))**((~(True))*(~(True)))
15,10000,(~((~(-(~(True))))**(-(~(True)))))**((~(True))*(~(True)))
15,3375,(~(-((~(True))**((~(True))*(~(True))))))**((True)-(~(True)))
15,17576,(~((~(-(~(True))))**((True)-(~(True)))))**((True)-(~(True)))
15,-21952,(~(((True)-(~(True)))**((True)-(~(True)))))**((True)-(~(True)))
15,-1331,(~((~((~(True))*(~(True))))*(~(True))))**((True)-(~(True)))
15,-3375,((True)-((~(True))**((~(True))*(~(True)))))**((True)-(~(True)))
15,96,((~(True))**(-(~((~(True))*(~(True))))))*(~(-(~(True))))
15,-96,((~(True))**(-(~((~(True))*(~(True))))))*((True)-(~(True)))
15,-1728,((~(True))*((~(-(~(True))))*(~(True))))**((True)-(~(True)))
15,1728,(((True)-(~(True)))*((~(True))*(~(True))))**((True)-(~(True)))
15,324,(~(-(~((~(True))**((~(True))*(~(True)))))))**(-(~(True)))
15,196,(~((True)-((~(True))**((~(True))*(~(True))))))**(-(~(True)))
15,961,(~((~(True))**(-(~((~(True))*(~(True)))))))**(-(~(True)))
15,4225,(~((~(True))**((~(-(~(True))))*(~(True)))))**(-(~(True)))
15,6724,(~((~(-(~(True))))**((~(True))*(~(True)))))**(-(~(True)))
15,169,(~(((True)-(~(True)))*((~(True))*(~(True)))))**(-(~(True)))
15,3969,(~((~((True)-(~(True))))**((True)-(~(True)))))**(-(~(True)))
15,58,(~(-(~(((True)-(~(True)))**((True)-(~(True)))))))*(~(True))
15,131074,(~((~(True))**((~(True))**((~(True))*(~(True))))))*(~(True))
15,74,(~(((~(True))*((True)-(~(True))))**(-(~(True)))))*(~(True))
15,160,((True)-((~(-(~(True))))**((~(True))*(~(True)))))*(~(True))
15,486,((~(-(~(True))))**(-(~((~(True))*(~(True))))))*(~(True))
15,-365,((~(-(~(True))))**((~(-(~(True))))*(~(True))))//(~(True))
15,-313,((~((~(True))*(~(True))))**((~(True))*(~(True))))//(~(True))
15,432,(((~(True))*((True)-(~(True))))**((True)-(~(True))))*(~(True))
16,-85,~(-(~((True)-(~((~(-(~(True))))**((~(True))*(~(True))))))))
16,60,~(-(~((True)-(~((~((True)-(~(True))))**((True)-(~(True))))))))
16,253,~(-(~((True)-((~(True))**(-((~(True))**((True)-(~(True)))))))))
16,65533,~(-(~((True)-((~(True))**((~(True))**((~(True))*(~(True))))))))
16,-515,~(-(~((True)-((~(True))**((~(-(~(True))))**(-(~(True))))))))
16,32766,~(-(~((~(True))**(~(-((~(True))**((~(True))*(~(True)))))))))
16,131070,~(-(~((~(True))**(-(~((~(True))**((~(True))*(~(True)))))))))
16,-67108866,~(-(~((~(True))**(~((~(-(~(True))))**((True)-(~(True))))))))
16,-18446744073709551618,~(-(~((~(True))**((~(True))**((~(-(~(True))))*(~(True)))))))
16,2417851639229258349412350,~(-(~((~(True))**((~(-(~(True))))**((~(True))*(~(True)))))))
16,-4098,~(-(~((~(True))**(((True)-(~(True)))*((~(True))*(~(True)))))))
16,33554430,~(-(~((~(True))**((~((~(True))*(~(True))))**(-(~(True)))))))
16,-6563,~(-(~((~(-(~(True))))**(-((~(True))**((True)-(~(True))))))))
16,2185,~(-(~((~(-(~(True))))**(~((~(True))**((True)-(~(True))))))))
16,46,~(-(~((~(-(~(True))))*((~(True))**((~(True))*(~(True)))))))
16,-43046723,~(-(~((~(-(~(True))))**((~(True))**((~(True))*(~(True)))))))
16,19681,~(-(~((~(-(~(True))))**((~(-(~(True))))**(-(~(True)))))))
16,-2189,~(-(~(((True)-(~(True)))**(~((~(True))**((True)-(~(True))))))))
16,-19685,~(-(~(((True)-(~(True)))**((~(-(~(True))))**(-(~(True)))))))
16,-1298,~(-(~(((~(True))*((True)-(~(True))))**((~(True))*(~(True))))))
16,-345,~(-(~((~((~(True))**((True)-(~(True)))))**((True)-(~(True))))))
16,341,~(-(~((~((~(-(~(True))))*(~(True))))**((True)-(~(True))))))
16,-291,~(-(~((~((~(True))**((~(True))*(~(True)))))**(-(~(True))))))
16,-102,~(-(~((~((~(-(~(True))))**(-(~(True)))))**(-(~(True))))))
16,39,~(-(~(((~(-(~(True))))**((~(True))*(~(True))))//(~(True)))))
16,259,-(~((True)-(~((~(True))**(-((~(True))**((True)-(~(True)))))))))
16,65539,-(~((True)-(~((~(True))**((~(True))**((~(True))*(~(True))))))))
16,-509,-(~((True)-(~((~(True))**((~(-(~(True))))**(-(~(True))))))))
16,134217730,-(~((True)-((~(True))**(((True)-(~(True)))**((True)-(~(True)))))))
16,-727,-(~((True)-((~(-(~(True))))**((~(-(~(True))))*(~(True))))))
16,-623,-(~((True)-((~((~(True))*(~(True))))**((~(True))*(~(True))))))
16,268435455,~(-((~(True))**(-(~(((True)-(~(True)))**((True)-(~(True))))))))
16,268435457,-(~((~(True))**(-(~(((True)-(~(True)))**((True)-(~(True))))))))
16,-2049,~(-((~(True))**(-(~((~((~(True))*(~(True))))*(~(True)))))))
16,-2047,-(~((~(True))**(-(~((~((~(True))*(~(True))))*(~(True)))))))
16,16385,-(~((~(True))**(~((True)-((~(True))**((~(True))*(~(True))))))))
16,4294967295,~(-((~(True))**(-((~(True))**(-(~((~(True))*(~(True)))))))))
16,4294967297,-(~((~(True))**(-((~(True))**(-(~((~(True))*(~(True)))))))))
16,-2147483649,~(-((~(True))**(~((~(True))**(-(~((~(True))*(~(True)))))))))
16,-2147483647,-(~((~(True))**(~((~(True))**(-(~((~(True))*(~(True)))))))))
16,-9223372036854775809,~(-((~(True))**(~((~((True)-(~(True))))**((True)-(~(True)))))))
16,-9223372036854775807,-(~((~(True))**(~((~((True)-(~(True))))**((True)-(~(True)))))))
16,262145,-(~((~(True))**((True)-(~((~(True))**((~(True))*(~(True))))))))
16,115792089237316195423570985008687907853269984665640564039457584007913129639935,~(-((~(True))**((~(True))**(-((~(True))**((True)-(~(True))))))))
16,115792089237316195423570985008687907853269984665640564039457584007913129639937,-(~((~(True))**((~(True))**(-((~(True))**((True)-(~(True))))))))
16,Too large to print!,~(-((~(True))**((~(True))**((~(True))**((~(True))*(~(True)))))))
16,Too large to print!,-(~((~(True))**((~(True))**((~(True))**((~(True))*(~(True)))))))
16,-73,~(-((~(True))*(((~(True))*((True)-(~(True))))**(-(~(True))))))
16,-71,-(~((~(True))*(((~(True))*((True)-(~(True))))**(-(~(True))))))
16,68719476735,~(-((~(True))**(((~(True))*((True)-(~(True))))**(-(~(True))))))
16,68719476737,-(~((~(True))**(((~(True))*((True)-(~(True))))**(-(~(True))))))
16,-7625597484986,-(~((~(-(~(True))))**(((True)-(~(True)))**((True)-(~(True))))))
16,59048,~(-((~(-(~(True))))**((~((~(True))*(~(True))))*(~(True)))))
16,59050,-(~((~(-(~(True))))**((~((~(True))*(~(True))))*(~(True)))))
16,7625597484988,-(~(((True)-(~(True)))**(((True)-(~(True)))**((True)-(~(True))))))
16,-16383,-(~((~((True)-(~(True))))**(~((~(True))**((True)-(~(True)))))))
16,-262143,-(~((~((True)-(~(True))))**((~(-(~(True))))**(-(~(True))))))
16,-3126,~(-((~((~(True))*(~(True))))**(-(~((~(True))*(~(True)))))))
16,-3124,-(~((~((~(True))*(~(True))))**(-(~((~(True))*(~(True)))))))
16,15624,~(-((~((~(True))*(~(True))))**((~(-(~(True))))*(~(True)))))
16,15626,-(~((~((~(True))*(~(True))))**((~(-(~(True))))*(~(True)))))
16,2400,~(-((~((~(True))**((True)-(~(True)))))**((~(True))*(~(True)))))
16,2402,-(~((~((~(True))**((True)-(~(True)))))**((~(True))*(~(True)))))
16,-4914,~(-((~((~(True))**((~(True))*(~(True)))))**((True)-(~(True)))))
16,-4912,-(~((~((~(True))**((~(True))*(~(True)))))**((True)-(~(True)))))
16,-999,-(~((~((~(-(~(True))))**(-(~(True)))))**((True)-(~(True)))))
16,1001,-(~(((~((~(True))*(~(True))))*(~(True)))**((True)-(~(True)))))
16,224,~(-((~(-((~(True))**((~(True))*(~(True))))))**(-(~(True)))))
16,226,-(~((~(-((~(True))**((~(True))*(~(True))))))**(-(~(True)))))
16,675,~(-((~((~(-(~(True))))**((True)-(~(True)))))**(-(~(True)))))
16,677,-(~((~((~(-(~(True))))**((True)-(~(True)))))**(-(~(True)))))
16,783,~(-((~(((True)-(~(True)))**((True)-(~(True)))))**(-(~(True)))))
16,785,-(~((~(((True)-(~(True)))**((True)-(~(True)))))**(-(~(True)))))
16,120,~(-((~((~((~(True))*(~(True))))*(~(True))))**(-(~(True)))))
16,143,~(-(((~(True))*((~(-(~(True))))*(~(True))))**(-(~(True)))))
16,145,-(~(((~(True))*((~(-(~(True))))*(~(True))))**(-(~(True)))))
16,131,-(~((~((~(True))**((~(-(~(True))))*(~(True)))))*(~(True))))
16,165,-(~((~((~(-(~(True))))**((~(True))*(~(True)))))*(~(True))))
16,249,~(-(((~((~(True))*(~(True))))**((True)-(~(True))))*(~(True))))
16,251,-(~(((~((~(True))*(~(True))))**((True)-(~(True))))*(~(True))))
16,77,~((True)-(~((True)-((~(-(~(True))))**((~(True))*(~(True)))))))
16,134217725,~((True)-(~((~(True))**(((True)-(~(True)))**((True)-(~(True)))))))
16,-1027,~((True)-(~((~(True))**((~((~(True))*(~(True))))*(~(True))))))
16,240,~((True)-(~((~(-(~(True))))**(-(~((~(True))*(~(True))))))))
16,-732,~((True)-(~((~(-(~(True))))**((~(-(~(True))))*(~(True))))))
16,-246,~((True)-(~(((True)-(~(True)))**(-(~((~(True))*(~(True))))))))
16,-628,~((True)-(~((~((~(True))*(~(True))))**((~(True))*(~(True))))))
16,213,~((True)-(~(((~(True))*((True)-(~(True))))**((True)-(~(True))))))
16,-219,~((True)-(~(((~(-(~(True))))*(~(True)))**((True)-(~(True))))))
16,-32770,~((True)-((~(True))**(~(-((~(True))**((~(True))*(~(True))))))))
16,-131074,~((True)-((~(True))**(-(~((~(True))**((~(True))*(~(True))))))))
16,67108862,~((True)-((~(True))**(~((~(-(~(True))))**((True)-(~(True)))))))
16,18446744073709551614,~((True)-((~(True))**((~(True))**((~(-(~(True))))*(~(True))))))
16,-2417851639229258349412354,~((True)-((~(True))**((~(-(~(True))))**((~(True))*(~(True))))))
16,4094,~((True)-((~(True))**(((True)-(~(True)))*((~(True))*(~(True))))))
16,-33554434,~((True)-((~(True))**((~((~(True))*(~(True))))**(-(~(True))))))
16,6559,~((True)-((~(-(~(True))))**(-((~(True))**((True)-(~(True)))))))
16,43046719,~((True)-((~(-(~(True))))**((~(True))**((~(True))*(~(True))))))
16,1294,~((True)-(((~(True))*((True)-(~(True))))**((~(True))*(~(True)))))
16,287,~((True)-((~((~(True))**((~(True))*(~(True)))))**(-(~(True)))))
16,98,~((True)-((~((~(-(~(True))))**(-(~(True)))))**(-(~(True)))))
16,-43,~((True)-(((~(-(~(True))))**((~(True))*(~(True))))//(~(True))))
16,36893488147419103232,-((~(True))**(-(~((~(True))**((~(-(~(True))))*(~(True)))))))
16,36893488147419103231,~((~(True))**(-(~((~(True))**((~(-(~(True))))*(~(True)))))))
16,159,~((~(True))*(~(-((~(-(~(True))))**((~(True))*(~(True)))))))
16,-1208925819614629174706176,-((~(True))**(~(-((~(-(~(True))))**((~(True))*(~(True)))))))
16,-1208925819614629174706177,~((~(True))**(~(-((~(-(~(True))))**((~(True))*(~(True)))))))
16,-4835703278458516698824704,-((~(True))**(-(~((~(-(~(True))))**((~(True))*(~(True)))))))
16,-4835703278458516698824705,~((~(True))**(-(~((~(-(~(True))))**((~(True))*(~(True)))))))
16,8192,-((~(True))**(-(~(((True)-(~(True)))*((~(True))*(~(True)))))))
16,8191,~((~(True))**(-(~(((True)-(~(True)))*((~(True))*(~(True)))))))
16,-16777216,-((~(True))**(~(-((~((~(True))*(~(True))))**(-(~(True)))))))
16,-16777217,~((~(True))**(~(-((~((~(True))*(~(True))))**(-(~(True)))))))
16,-340282366920938463463374607431768211456,-((~(True))**(-((~(True))**(~((~(True))**((True)-(~(True))))))))
16,-340282366920938463463374607431768211457,~((~(True))**(-((~(True))**(~((~(True))**((True)-(~(True))))))))
16,170141183460469231731687303715884105728,-((~(True))**(~((~(True))**(~((~(True))**((True)-(~(True))))))))
16,170141183460469231731687303715884105727,~((~(True))**(~((~(True))**(~((~(True))**((True)-(~(True))))))))
16,-13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084096,-((~(True))**(-((~(True))**((~(-(~(True))))**(-(~(True)))))))
16,-13407807929942597099574024998205846127479365820592393377723561443721764030073546976801874298166903427690031858186486050853753882811946569946433649006084097,~((~(True))**(-((~(True))**((~(-(~(True))))**(-(~(True)))))))
16,1021,~((~(True))*(~((~(True))**((~(-(~(True))))**(-(~(True)))))))
16,6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042048,-((~(True))**(~((~(True))**((~(-(~(True))))**(-(~(True)))))))
16,6703903964971298549787012499102923063739682910296196688861780721860882015036773488400937149083451713845015929093243025426876941405973284973216824503042047,~((~(True))**(~((~(True))**((~(-(~(True))))**(-(~(True)))))))
16,42535295865117307932921825928971026432,-((~(True))**(-((~((~(True))*(~(True))))**((True)-(~(True))))))
16,42535295865117307932921825928971026431,~((~(True))**(-((~((~(True))*(~(True))))**((True)-(~(True))))))
16,248,-((~(True))*(~((~((~(True))*(~(True))))**((True)-(~(True))))))
16,247,~((~(True))*(~((~((~(True))*(~(True))))**((True)-(~(True))))))
16,-21267647932558653966460912964485513216,-((~(True))**(~((~((~(True))*(~(True))))**((True)-(~(True))))))
16,-21267647932558653966460912964485513217,~((~(True))**(~((~((~(True))*(~(True))))**((True)-(~(True))))))
16,536870912,-((~(True))**((True)-(~(((True)-(~(True)))**((True)-(~(True)))))))
16,536870911,~((~(True))**((True)-(~(((True)-(~(True)))**((True)-(~(True)))))))
16,8589934592,-((~(True))**((True)-((~(True))**(-(~((~(True))*(~(True))))))))
16,8589934591,~((~(True))**((True)-((~(True))**(-(~((~(True))*(~(True))))))))
16,-179769313486231590772930519078902473361797697894230657273430081157732675805500963132708477322407536021120113879871393357658789768814416622492847430639474124377767893424865485276302219601246094119453082952085005768838150682342462881473913110540827237163350510684586298239947245938479716304835356329624224137216,-((~(True))**((~(True))**((~((~(True))*(~(True))))*(~(True)))))
16,-179769313486231590772930519078902473361797697894230657273430081157732675805500963132708477322407536021120113879871393357658789768814416622492847430639474124377767893424865485276302219601246094119453082952085005768838150682342462881473913110540827237163350510684586298239947245938479716304835356329624224137217,~((~(True))**((~(True))**((~((~(True))*(~(True))))*(~(True)))))
16,1458,-((~(True))*((~(-(~(True))))**((~(-(~(True))))*(~(True)))))
16,1457,~((~(True))*((~(-(~(True))))**((~(-(~(True))))*(~(True)))))
16,2824013958708217496949108842204627863351353911851577524683401930862693830361198499905873920995229996970897865498283996578123296865878390947626553088486946106430796091482716120572632072492703527723757359478834530365734912,-((~(True))**((~(-(~(True))))**((~(-(~(True))))*(~(True)))))
16,2824013958708217496949108842204627863351353911851577524683401930862693830361198499905873920995229996970897865498283996578123296865878390947626553088486946106430796091482716120572632072492703527723757359478834530365734911,~((~(True))**((~(-(~(True))))**((~(-(~(True))))*(~(True)))))
16,485,~((~(True))*(((True)-(~(True)))**(-(~((~(True))*(~(True)))))))
16,14134776518227074636666380005943348126619871175004951664972849610340958208,-((~(True))**(((True)-(~(True)))**(-(~((~(True))*(~(True)))))))
16,14134776518227074636666380005943348126619871175004951664972849610340958207,~((~(True))**(((True)-(~(True)))**(-(~((~(True))*(~(True)))))))
16,-1048576,-((~(True))**((~((~(True))*(~(True))))*(~((True)-(~(True))))))
16,-1048577,~((~(True))**((~((~(True))*(~(True))))*(~((True)-(~(True))))))
16,1250,-((~(True))*((~((~(True))*(~(True))))**((~(True))*(~(True)))))
16,1249,~((~(True))*((~((~(True))*(~(True))))**((~(True))*(~(True)))))
16,139234637988958594318883410818490335842688858253435056475195084164406590796163250320615014993816265862385324388842602762167013693889631286567769205313788274787963704661873320009853338386432,-((~(True))**((~((~(True))*(~(True))))**((~(True))*(~(True)))))
16,139234637988958594318883410818490335842688858253435056475195084164406590796163250320615014993816265862385324388842602762167013693889631286567769205313788274787963704661873320009853338386431,~((~(True))**((~((~(True))*(~(True))))**((~(True))*(~(True)))))
16,431,~((~(True))*(((~(-(~(True))))*(~(True)))**((True)-(~(True)))))
16,-105312291668557186697918027683670432318895095400549111254310977536,-((~(True))**(((~(-(~(True))))*(~(True)))**((True)-(~(True)))))
16,-105312291668557186697918027683670432318895095400549111254310977537,~((~(True))**(((~(-(~(True))))*(~(True)))**((True)-(~(True)))))
16,97,~((~(True))*((~((~(True))**((True)-(~(True)))))**(-(~(True)))))
16,562949953421312,-((~(True))**((~((~(True))**((True)-(~(True)))))**(-(~(True)))))
16,562949953421311,~((~(True))**((~((~(True))**((True)-(~(True)))))**(-(~(True)))))
16,-17179869184,-((~(True))**((~((~(True))**((~(True))*(~(True)))))*(~(True))))
16,-17179869185,~((~(True))**((~((~(True))**((~(True))*(~(True)))))*(~(True))))
16,107,~((~(True))*(((~(-(~(True))))**((True)-(~(True))))*(~(True))))
16,-18014398509481985,~((~(True))**(((~(-(~(True))))**((True)-(~(True))))*(~(True))))
16,44,~((~(-(~(True))))*(~(-((~(True))**((~(True))*(~(True)))))))
16,14348906,~((~(-(~(True))))**(~(-((~(True))**((~(True))*(~(True)))))))
16,129140162,~((~(-(~(True))))**(-(~((~(True))**((~(True))*(~(True)))))))
16,-2541865828329,-((~(-(~(True))))**(~((~(-(~(True))))**((True)-(~(True))))))
16,-2541865828330,~((~(-(~(True))))**(~((~(-(~(True))))**((True)-(~(True))))))
16,191,~((~(-(~(True))))*((~(True))**((~(-(~(True))))*(~(True)))))
16,-3433683820292512484657849089281,-((~(-(~(True))))**((~(True))**((~(-(~(True))))*(~(True)))))
16,-3433683820292512484657849089282,~((~(-(~(True))))**((~(True))**((~(-(~(True))))*(~(True)))))
16,443426488243037769948249630619149892802,~((~(-(~(True))))**((~(-(~(True))))**((~(True))*(~(True)))))
16,-531441,-((~(-(~(True))))**(((True)-(~(True)))*((~(True))*(~(True)))))
16,-531442,~((~(-(~(True))))**(((True)-(~(True)))*((~(True))*(~(True)))))
16,847288609442,~((~(-(~(True))))**((~((~(True))*(~(True))))**(-(~(True)))))
16,-46,~(((True)-(~(True)))*(~(-((~(True))**((~(True))*(~(True)))))))
16,-14348908,~(((True)-(~(True)))**(~(-((~(True))**((~(True))*(~(True)))))))
16,-129140164,~(((True)-(~(True)))**(-(~((~(True))**((~(True))*(~(True)))))))
16,-193,~(((True)-(~(True)))*((~(True))**((~(-(~(True))))*(~(True)))))
16,-443426488243037769948249630619149892804,~(((True)-(~(True)))**((~(-(~(True))))**((~(True))*(~(True)))))
16,-76,~(((True)-(~(True)))*((~((~(True))*(~(True))))**(-(~(True)))))
16,-847288609444,~(((True)-(~(True)))**((~((~(True))*(~(True))))**(-(~(True)))))
